rule_id,query_name,industry,objective,category,subcategory,source_query_syntax,apply_on,speaker_hint,required_groups,forbidden_terms,window_seconds,first_n_seconds_only,exclude_first_n_seconds,compiled_regex,notes,regex_flags
23,Address Verification,Comcast,,DPA,DPA,"AddressVerification = OR( NOTLIKE( ""Verify the address"",""verify the last four digit"",""that address"",""verify the social"",\
""verify the phone number"",""verify the name"",""vefiry that"",""verify that info"",""verify and"",""first address""),\
NOTLIKE(""your address"",""for your"",""on your"",""you intersted""),\
NOTLIKE(""address on the account"",""on that account"",""pull up your accouint"",""that's on the account""),""name and address"",\
NOTLIKE(""address in the service"",""interrupted the services"",""service technician"",""change of services""),\
""have the address"",NOTLIKE(""have your address"",""your digital""),""the current address"",\
NOTLIKE(""address for the services"",""restore the service"",""phone service"",""transfer service"",""restart your service""))
",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""Verify the address"", ""verify the last four digit"", ""that address"", ""verify the social"", ""verify the phone number"", ""verify the name"", ""vefiry that"", ""verify that info"", ""verify and"", ""first address"", ""your address"", ""for your"", ""on your"", ""you intersted"", ""address on the account"", ""on that account"", ""pull up your accouint"", ""that's on the account"", ""name and address"", ""address in the service"", ""interrupted the services"", ""service technician"", ""change of services"", ""have the address"", ""have your address"", ""your digital"", ""the current address"", ""address for the services"", ""restore the service"", ""phone service"", ""transfer service"", ""restart your service""]]","[""Verify the address"", ""verify the last four digit"", ""that address"", ""verify the social"", ""\""verify the phone number"", ""verify the name"", ""vefiry that"", ""verify that info"", ""first address"", ""your address"", ""for your"", ""on your"", ""you intersted"", ""address on the account"", ""on that account"", ""pull up your accouint"", ""that's on the account"", ""address in the service"", ""interrupted the services"", ""service technician"", ""change of services"", ""have your address"", ""your digital"", ""address for the services"", ""restore the service"", ""phone service"", ""transfer service"", ""restart your service""]",,,,"^(?!.*Verify\s+the\s+address)(?!.*verify\s+the\s+last\s+four\s+digit)(?!.*that\s+address)(?!.*verify\s+the\s+social)(?!.*""verify\s+the\s+phone\s+number)(?!.*verify\s+the\s+name)(?!.*vefiry\s+that)(?!.*verify\s+that\s+info)(?!.*first\s+address)(?!.*your\s+address)(?!.*for\s+your)(?!.*on\s+your)(?!.*you\s+intersted)(?!.*address\s+on\s+the\s+account)(?!.*on\s+that\s+account)(?!.*pull\s+up\s+your\s+accouint)(?!.*that's\s+on\s+the\s+account)(?!.*address\s+in\s+the\s+service)(?!.*interrupted\s+the\s+services)(?!.*service\s+technician)(?!.*change\s+of\s+services)(?!.*have\s+your\s+address)(?!.*your\s+digital)(?!.*address\s+for\s+the\s+services)(?!.*restore\s+the\s+service)(?!.*phone\s+service)(?!.*transfer\s+service)(?!.*restart\s+your\s+service)(?=.*(?:Verify\s+the\s+address|verify\s+the\s+last\s+four\s+digit|that\s+address|verify\s+the\s+social|verify\s+the\s+phone\s+number|verify\s+the\s+name|vefiry\s+that|verify\s+that\s+info|verify\s+and|first\s+address|your\s+address|for\s+your|on\s+your|you\s+intersted|address\s+on\s+the\s+account|on\s+that\s+account|pull\s+up\s+your\s+accouint|that's\s+on\s+the\s+account|name\s+and\s+address|address\s+in\s+the\s+service|interrupted\s+the\s+services|service\s+technician|change\s+of\s+services|have\s+the\s+address|have\s+your\s+address|your\s+digital|the\s+current\s+address|address\s+for\s+the\s+services|restore\s+the\s+service|phone\s+service|transfer\s+service|restart\s+your\s+service)).*$",,IGNORECASE
24,Address Verification 8.5,Comcast,,DPA,DPA,"AddressVerification = OR( NOTLIKE(""confirm address"",""confirm me"",""concern that"",""different address"",""confirm"",""can i address"",\
""confirm your disconnection"",""confirm that""),NOTLIKE(""Verify address"",""verify the""),\
NOTLIKE(""confirm the address"",""confirm that"",""confirm the"",""concern that"",""service interruption"",\
""confirm your disconnection""),NOTLIKE(""verify the address"",""verify the"",""verify that"",""confirm that""),\
NOTLIKE(""have your address"",""be your adjusted balance"",""haven't seen"",""if you interest""),\
""what's your address"", ""and your address"", NOTLIKE(""can i have your address"",""can i have your""),\
NOTLIKE( ""address on the account"", ""verify the account"",""customer's account"") ,""name and address on the account"", \
""verify the name and address"", NOTLIKE(""may i have the address please"",""have a good day""))
",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""confirm address"", ""confirm me"", ""concern that"", ""different address"", ""confirm"", ""can i address"", ""confirm your disconnection"", ""confirm that"", ""Verify address"", ""verify the"", ""confirm the address"", ""confirm that"", ""confirm the"", ""concern that"", ""service interruption"", ""confirm your disconnection"", ""verify the address"", ""verify the"", ""verify that"", ""confirm that"", ""have your address"", ""be your adjusted balance"", ""haven't seen"", ""if you interest"", ""what's your address"", ""and your address"", ""can i have your address"", ""can i have your"", ""address on the account"", ""verify the account"", ""customer's account"", ""name and address on the account"", ""verify the name and address"", ""may i have the address please"", ""have a good day""]]","[""confirm address"", ""confirm me"", ""concern that"", ""different address"", ""confirm"", ""can i address"", ""\""confirm your disconnection"", ""confirm that"", ""Verify address"", ""verify the"", ""confirm the address"", ""confirm that"", ""confirm the"", ""concern that"", ""service interruption"", ""\""confirm your disconnection"", ""verify the address"", ""verify the"", ""verify that"", ""confirm that"", ""have your address"", ""be your adjusted balance"", ""haven't seen"", ""if you interest"", ""can i have your address"", ""can i have your"", ""address on the account"", ""verify the account"", ""customer's account"", ""may i have the address please"", ""have a good day""]",,,,"^(?!.*confirm\s+address)(?!.*confirm\s+me)(?!.*concern\s+that)(?!.*different\s+address)(?!.*confirm)(?!.*can\s+i\s+address)(?!.*""confirm\s+your\s+disconnection)(?!.*confirm\s+that)(?!.*Verify\s+address)(?!.*verify\s+the)(?!.*confirm\s+the\s+address)(?!.*confirm\s+that)(?!.*confirm\s+the)(?!.*concern\s+that)(?!.*service\s+interruption)(?!.*""confirm\s+your\s+disconnection)(?!.*verify\s+the\s+address)(?!.*verify\s+the)(?!.*verify\s+that)(?!.*confirm\s+that)(?!.*have\s+your\s+address)(?!.*be\s+your\s+adjusted\s+balance)(?!.*haven't\s+seen)(?!.*if\s+you\s+interest)(?!.*can\s+i\s+have\s+your\s+address)(?!.*can\s+i\s+have\s+your)(?!.*address\s+on\s+the\s+account)(?!.*verify\s+the\s+account)(?!.*customer's\s+account)(?!.*may\s+i\s+have\s+the\s+address\s+please)(?!.*have\s+a\s+good\s+day)(?=.*(?:confirm\s+address|confirm\s+me|concern\s+that|different\s+address|confirm|can\s+i\s+address|confirm\s+your\s+disconnection|confirm\s+that|Verify\s+address|verify\s+the|confirm\s+the\s+address|confirm\s+that|confirm\s+the|concern\s+that|service\s+interruption|confirm\s+your\s+disconnection|verify\s+the\s+address|verify\s+the|verify\s+that|confirm\s+that|have\s+your\s+address|be\s+your\s+adjusted\s+balance|haven't\s+seen|if\s+you\s+interest|what's\s+your\s+address|and\s+your\s+address|can\s+i\s+have\s+your\s+address|can\s+i\s+have\s+your|address\s+on\s+the\s+account|verify\s+the\s+account|customer's\s+account|name\s+and\s+address\s+on\s+the\s+account|verify\s+the\s+name\s+and\s+address|may\s+i\s+have\s+the\s+address\s+please|have\s+a\s+good\s+day)).*$",,IGNORECASE
25,Address Verification_First 120,Comcast,,DPA,DPA,"AddressVerification=OR( ""the current address"",""and your address"",""what's your address"",\
""Address for me"",""What is your address"",\
NOTLIKE(""have your address"",""have your job"",""one account per address"",""help you with that"", \
""have your account number"", ""have your social i d""),\
NOTLIKE(""can i have the address"",""currently have with us"",""have that number""),\
NOTLIKE(""your address please"",""my new address"",""your account please"",""replace""),\
NOTLIKE(""address on the account"",""name on the account"",""account number"",""calling comcast"",\
""phone number on the account""), \
NOTLIKE(""address for the service"",""restore the service"",""phone service"",""transfer service"",""restart your service""),\
NOTLIKE(OR(""Verify address"",""verify the address""),""verify the four digits"",""verify security"",""verify account number"",\
""verify phone number"",""verify the business name"",""verify that information""))

Result = FIRST_120( AddressVerification )
1/9/2012 1:25:22 PM 
",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""the current address"", ""what's your address"", ""\""Address for me"", ""What is your address""], [""Verify address"", ""verify the address""], [""AddressVerification""]]","[""have your address"", ""have your job"", ""one account per address"", ""help you with that"", ""\""have your account number"", ""have your social i d"", ""can i have the address"", ""currently have with us"", ""have that number"", ""your address please"", ""my new address"", ""your account please"", ""replace"", ""address on the account"", ""name on the account"", ""account number"", ""calling comcast"", ""\""phone number on the account"", ""address for the service"", ""restore the service"", ""phone service"", ""transfer service"", ""restart your service""]",,120,,"^(?!.*have\s+your\s+address)(?!.*have\s+your\s+job)(?!.*one\s+account\s+per\s+address)(?!.*help\s+you\s+with\s+that)(?!.*""have\s+your\s+account\s+number)(?!.*have\s+your\s+social\s+i\s+d)(?!.*can\s+i\s+have\s+the\s+address)(?!.*currently\s+have\s+with\s+us)(?!.*have\s+that\s+number)(?!.*your\s+address\s+please)(?!.*my\s+new\s+address)(?!.*your\s+account\s+please)(?!.*replace)(?!.*address\s+on\s+the\s+account)(?!.*name\s+on\s+the\s+account)(?!.*account\s+number)(?!.*calling\s+comcast)(?!.*""phone\s+number\s+on\s+the\s+account)(?!.*address\s+for\s+the\s+service)(?!.*restore\s+the\s+service)(?!.*phone\s+service)(?!.*transfer\s+service)(?!.*restart\s+your\s+service)(?=.*(?:the\s+current\s+address|what's\s+your\s+address|""Address\s+for\s+me|What\s+is\s+your\s+address))(?=.*(?:Verify\s+address|verify\s+the\s+address))(?=.*(?:AddressVerification)).*$",,IGNORECASE
26,Address Verification_First_120 8.5,Comcast,,DPA,DPA,"AddressVerification = OR( ""confirm address"", ""Verify address"", ""confirm the address"", ""verify the address"", \
""have your address"", ""what's your address"", ""and your address"", ""can i have your address"", \
NOTLIKE( ""address on the account"", ""phone number on the account"") , ""name and address on the account"", \
""verify the name and address"", ""may i have the address please"" )

Result = FIRST_120( AddressVerification )
",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""confirm address"", ""Verify address"", ""confirm the address"", ""verify the address"", ""\""have your address"", ""what's your address"", ""can i have your address""], [""AddressVerification""]]","[""address on the account"", ""phone number on the account""]",,120,,"^(?!.*address\s+on\s+the\s+account)(?!.*phone\s+number\s+on\s+the\s+account)(?=.*(?:confirm\s+address|Verify\s+address|confirm\s+the\s+address|verify\s+the\s+address|""have\s+your\s+address|what's\s+your\s+address|can\s+i\s+have\s+your\s+address))(?=.*(?:AddressVerification)).*$",,IGNORECASE
27,Advertising,Comcast,,Media & Communication,Advertising,"FINAL = NOTLIKE(OR( ""advertisement"", ""advertising"" ),""Driver's license number"",""verify some information on account"")",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""advertisement"", ""advertising""]]",[],,,,^(?=.*(?:advertisement|advertising)).*$,,IGNORECASE
28,Advertising 8.5,Comcast,,Media & Communication,Advertising,"Advertisement = OR( ""advertisement"", NOTLIKE( ""advertising"", ""pricing"" ) )",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""advertisement""]]","[""advertising"", ""pricing""]",,,,^(?!.*advertising)(?!.*pricing)(?=.*(?:advertisement)).*$,,IGNORECASE
29,Agent - Customer Call Back,Comcast,,Call Outcome,Call Back,"AgentCustomerCallBack = OR( ""will give you a call back"",""giving you a call back"",""Will be calling you back"", \
""I will give you a call"",""technician will give you a call"")

Result = NOTLIKE( AgentCustomerCallBack, ""give us a callback"", ""call us back"" )
",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""will give you a call back"", ""giving you a call back"", ""Will be calling you back"", ""\""I will give you a call"", ""technician will give you a call""]]","[""AgentCustomerCallBack"", ""give us a callback"", ""call us back""]",,,,"^(?!.*AgentCustomerCallBack)(?!.*give\s+us\s+a\s+callback)(?!.*call\s+us\s+back)(?=.*(?:will\s+give\s+you\s+a\s+call\s+back|giving\s+you\s+a\s+call\s+back|Will\s+be\s+calling\s+you\s+back|""I\s+will\s+give\s+you\s+a\s+call|technician\s+will\s+give\s+you\s+a\s+call)).*$",,IGNORECASE
30,Agent - Customer Call Back 8.5,Comcast,,Call Outcome,Call Back,"AgentAcceptance = FIRST_120( OR( ""for porting press one"", ""for native press two"", \
""you have selected agreement witn no c d d"", ""for an agreeent with no c d d"" ) )
",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""for porting press one"", ""for native press two"", ""\""you have selected agreement witn no c d d"", ""for an agreeent with no c d d""]]",[],,120,,"^(?=.*(?:for\s+porting\s+press\s+one|for\s+native\s+press\s+two|""you\s+have\s+selected\s+agreement\s+witn\s+no\s+c\s+d\s+d|for\s+an\s+agreeent\s+with\s+no\s+c\s+d\s+d)).*$",,IGNORECASE
31,Agent Acceptance 8.5,Comcast,,Process Specific,Process Specific,"AgentAcceptance = FIRST_120( OR( ""for porting press one"", ""for native press two"", \
""you have selected agreement witn no c d d"", ""for an agreeent with no c d d"" ) )
",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""for porting press one"", ""for native press two"", ""\""you have selected agreement witn no c d d"", ""for an agreeent with no c d d""]]",[],,120,,"^(?=.*(?:for\s+porting\s+press\s+one|for\s+native\s+press\s+two|""you\s+have\s+selected\s+agreement\s+witn\s+no\s+c\s+d\s+d|for\s+an\s+agreeent\s+with\s+no\s+c\s+d\s+d)).*$",,IGNORECASE
32,Agent Acceptance Call Driver,Comcast,,Process Specific,Process Specific,"AgentAcceptanceCallDriver = FIRST_20( OR( ""for porting press one _PAU for native press two"", \
""for pro-install press one _pau for f a k press two"", ""for agreement press one _pau for no agreement press two"", \
""you have selected agreement witn no c d d"" ) )
",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""for porting press one _PAU for native press two"", ""\""for pro-install press one _pau for f a k press two"", ""for agreement press one _pau for no agreement press two"", ""\""you have selected agreement witn no c d d""]]",[],,20,,"^(?=.*(?:for\s+porting\s+press\s+one\s+_PAU\s+for\s+native\s+press\s+two|""for\s+pro\-install\s+press\s+one\s+_pau\s+for\s+f\s+a\s+k\s+press\s+two|for\s+agreement\s+press\s+one\s+_pau\s+for\s+no\s+agreement\s+press\s+two|""you\s+have\s+selected\s+agreement\s+witn\s+no\s+c\s+d\s+d)).*$",,IGNORECASE
33,Agent Acceptance Call Driver 8.5,Comcast,,Process Specific,Process Specific,"AgentAcceptance = FIRST_20( OR( ""for porting press one _PAU for native press two"", \
""for pro-install press one _pau for f a k press two"", ""for agreement press one _pau for no agreement press two"", \
""you have selected agreement witn no c d d"" ) )
",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""for porting press one _PAU for native press two"", ""\""for pro-install press one _pau for f a k press two"", ""for agreement press one _pau for no agreement press two"", ""\""you have selected agreement witn no c d d""]]",[],,20,,"^(?=.*(?:for\s+porting\s+press\s+one\s+_PAU\s+for\s+native\s+press\s+two|""for\s+pro\-install\s+press\s+one\s+_pau\s+for\s+f\s+a\s+k\s+press\s+two|for\s+agreement\s+press\s+one\s+_pau\s+for\s+no\s+agreement\s+press\s+two|""you\s+have\s+selected\s+agreement\s+witn\s+no\s+c\s+d\s+d)).*$",,IGNORECASE
34,Agent System Review,Comcast,,Account related,Check customer details,"CheckingSystem=OR(""checking to see"", ""let me check that for you"", ""just a moment"", \
""let me take a look"")
",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""checking to see"", ""let me check that for you"", ""just a moment"", ""\""let me take a look""]]",[],,,,"^(?=.*(?:checking\s+to\s+see|let\s+me\s+check\s+that\s+for\s+you|just\s+a\s+moment|""let\s+me\s+take\s+a\s+look)).*$",,IGNORECASE
